Date,beta0,beta1,beta2,lambda,rmse
2019-07-01,4.852061662106631,-2.514393531828247,-2.670659614734822,4.899999999999999,0.028856526067866234
2019-08-01,4.813029098159937,-2.4720008131632207,-2.6128671387687668,4.899999999999999,0.028823721904663535
2019-09-01,4.7585229834984935,-2.4519724776412515,-2.4623253401599015,4.899999999999999,0.02302079116912759
2019-10-01,4.6855265680669245,-2.409874933883253,-2.2885718619180744,4.899999999999999,0.02641157144297588
2019-11-01,4.630780882990582,-2.3308728728775265,-2.5064456325315687,4.899999999999999,0.035451608391257834
2019-12-01,4.494946888849646,-2.1544555406528025,-2.6145106792689643,4.899999999999999,0.034195172771948855
2020-01-01,4.470181589606775,-2.1082135579780976,-2.8316721437476593,4.899999999999999,0.044390863174911976
2020-02-01,4.474673946670957,-2.0773539685903404,-3.0467347070580955,4.899999999999999,0.07412617140211225
2020-03-01,4.232338139334456,-1.8216193514873922,-2.5658717694137025,4.899999999999999,0.07762484745251759
2020-04-01,4.157214773544904,-1.7363839613614647,-2.348290929031525,4.899999999999999,0.0783047948155378
2020-05-01,4.09350981643831,-1.7422389650252796,-2.0384692783177747,4.899999999999999,0.08763659275608227
2020-06-01,4.000906217253074,-1.8382830205805263,-1.453017697157313,4.899999999999999,0.0827546356692137
2020-07-01,3.95831347831353,-2.051325799460767,-1.3750235631039271,4.899999999999999,0.0745598920067693
2020-08-01,3.854873625281733,-2.262841978577996,-1.6848766839538052,4.899999999999999,0.06802797380658712
2020-09-01,3.8390722780644735,-2.2034493812566707,-1.6803894157837185,4.899999999999999,0.07321754620082996
2020-10-01,3.735118612630358,-2.1453212165572926,-1.319971452734814,4.899999999999999,0.07947411459979827
2020-11-01,3.7110170550684756,-2.1646845251514995,-1.1547583096506226,4.899999999999999,0.0801834108723208
2020-12-01,3.8151747481098797,-2.175448498889373,-1.24861221848831,4.899999999999999,0.06229885220036416
2021-01-01,3.7708005436278196,-2.143498365576978,-1.0785074317029983,4.899999999999999,0.07407910674823266
2021-02-01,3.867216739793382,-2.388134202020018,-1.529155692470335,4.899999999999999,0.04746748127755386
2021-03-01,3.8096693119840936,-2.373929534248381,-1.6115568025051696,4.899999999999999,0.043404532995737474
2021-04-01,3.7135535636015424,-2.2997154161654465,-1.364405379353178,4.899999999999999,0.04434032311576465
2021-05-01,3.6806866606225492,-2.2574555839918156,-1.2282107965849656,4.899999999999999,0.04463149669015607
2021-06-01,3.7041145596108604,-2.274775751438442,-1.3503119727916464,4.899999999999999,0.04403303950286899
2021-07-01,3.674189725976363,-2.2389988269920966,-1.2913324641391093,4.899999999999999,0.04816635191147209
2021-08-01,3.637804748793517,-2.181615209720572,-1.2093829026996632,4.899999999999999,0.05409309230837516
2021-09-01,3.596810167175873,-2.1350164413878194,-1.0863657731456886,4.899999999999999,0.059623450310695374
2021-10-01,3.6225553602044003,-2.1482066339754904,-1.1265079717179607,4.899999999999999,0.05145508476840844
2021-11-01,3.638204777702648,-2.1529408343191574,-1.1709706730008942,4.899999999999999,0.045367156483993636
2021-12-01,3.70191901498741,-2.218636645498845,-1.3731160895360923,4.899999999999999,0.042074372984239605
2022-01-01,3.6856761996029834,-2.1573965575156087,-1.4514700507680487,4.899999999999999,0.043122666962103054
2022-02-01,3.663937850923392,-2.0969988321079867,-1.4185598796169716,4.899999999999999,0.05004180806804742
2022-03-01,3.6036008132260533,-2.048631375911651,-1.057619614080468,4.899999999999999,0.03960155561175435
2022-04-01,3.5772295937690033,-2.0270091085527833,-0.9230841131825974,4.899999999999999,0.03134242181206099
2022-05-01,3.5887308643597216,-2.0095577642094136,-0.889917017050482,4.899999999999999,0.04288219701618656
2022-06-01,3.5926731123139994,-1.9662711873973202,-0.8115583581227811,4.899999999999999,0.05275144727335005
2022-07-01,3.556515535413133,-1.8701901119729882,-0.6964588779132331,4.899999999999999,0.06541006627071774
2022-08-01,3.6021641612429063,-1.8763076082198742,-0.7140769219889544,4.899999999999999,0.05272802782999796
2022-09-01,3.758255041626806,-1.8494065437247138,-1.4576846456063253,4.899999999999999,0.056495719359837326
2022-10-01,3.6203541142571223,-1.5404909332620167,-0.8723998609707497,4.899999999999999,0.07982848133429091
2022-11-01,3.9295618531032126,-1.6436012361642427,-1.3267454213722234,2.6999999999999993,0.024775768742738992
2022-12-01,4.039362934036647,-1.4675865537929875,-1.0365627331798015,4.299999999999999,0.058862600756924274
2023-01-01,4.003964252139154,-1.0878026740692617,-1.3551786457309596,4.1,0.03864379021469937
2023-02-01,5.292185192361355,-1.997089303324075,-1.152431489322093,4.899999999999999,0.07205466402154408
2023-03-01,5.300671849839461,-2.069004029654852,-0.29902786082342914,4.899999999999999,0.1075291146490158
2023-04-01,5.810337456619253,-2.6144657346096962,-0.5487278930611181,4.899999999999999,0.09202496106205413
2023-05-01,6.02731865034275,-2.832847689786677,-0.33973168054196334,4.899999999999999,0.09170067812013281
2023-06-01,6.095991611371574,-2.9888332556036117,-0.39034229945324506,4.899999999999999,0.07159806544007515
2023-07-01,6.066323406254281,-2.9679552291835063,-0.9032545007407649,4.899999999999999,0.06690515492315648
2023-08-01,6.034269400351846,-2.9434127538304344,-1.7185435722914142,4.899999999999999,0.0662762961380994
2023-09-01,5.944832411032854,-2.86163349474288,-1.6830043154462448,4.899999999999999,0.06722163704792003
2023-10-01,5.9042455404504866,-2.8095226207366135,-1.5683914804614882,4.899999999999999,0.06445523088160555
2023-11-01,5.902563079718618,-2.898042163823977,-1.5040512867910159,4.899999999999999,0.06492986959598844
2023-12-01,5.950079987062414,-2.9657256294061347,-1.701724114908011,4.899999999999999,0.055102471434768666
2024-01-01,5.835007139865817,-2.812450492247226,-2.1592124296702857,4.899999999999999,0.06455693696873704
2024-02-01,5.599609831471721,-2.534006139411724,-2.609792750474901,4.899999999999999,0.106479374099465
2024-03-01,5.307185664125519,-2.1588941347102284,-2.109498131548042,4.899999999999999,0.10712013626092123
2024-04-01,5.258673504234904,-2.171082467242712,-2.0611555752715014,4.899999999999999,0.08508906114162622
2024-05-01,5.248768746954804,-2.1396969659505976,-2.0375793367706914,4.899999999999999,0.08052689903734538
2024-06-01,5.18563791970964,-2.113078008684704,-1.8549539899497078,4.899999999999999,0.07794104625766131
2024-07-01,5.178733662731468,-2.0846426595532885,-1.943649296029154,4.899999999999999,0.07432687596812539
2024-08-01,5.073673728905342,-2.3320477773330417,-1.840592516872862,4.899999999999999,0.0657165648066927
2024-09-01,5.086588054857496,-2.3925625200706637,-1.9919851180053398,4.899999999999999,0.05909777498324007
2024-10-01,5.0689974772199395,-2.350625573474699,-2.5440700829758693,4.899999999999999,0.0696077922598259
2024-11-01,5.003697265889903,-2.22853131851139,-2.6269548464332653,4.899999999999999,0.053362070576662056
2024-12-01,4.852767344602002,-2.1449497776103224,-2.3495855336152114,4.899999999999999,0.052873858327695415
2025-01-01,4.845679339471663,-2.191855459283761,-2.202978302560868,4.899999999999999,0.04572517705161669
2025-02-01,4.754998028760265,-2.2254063472332644,-2.1951849572285296,4.899999999999999,0.04128635840039622
2025-03-01,4.712874138323205,-2.149497748833383,-2.1348552051874408,4.899999999999999,0.04413204403712441
2025-04-01,4.675595477701942,-2.2003127841786903,-2.1732544447564037,4.899999999999999,0.0404931530365476
2025-05-01,4.477053567928874,-2.2040254714735883,-2.041236541806363,4.899999999999999,0.024221044779763203
2025-06-01,4.528391870154675,-2.334050641020118,-2.5185811786006105,4.899999999999999,0.02923066511521057
2025-07-01,4.322034992050072,-2.173660064733891,-2.0763498691036366,4.899999999999999,0.03529370123277196
2025-08-01,4.429267050662455,-2.2408373023997634,-2.4179041069644116,4.899999999999999,0.021020775622591335
2025-09-01,4.389163017703845,-2.187349176217729,-2.4079698030012633,4.899999999999999,0.025171248600759966
2025-10-01,4.3172226025039935,-2.158601430818765,-2.1451702666995085,4.899999999999999,0.03508072936263698
2025-11-01,4.284621777506911,-2.054621235501856,-1.8373631223172688,4.899999999999999,0.03709037545658014
2025-12-01,4.29141007695615,-2.0558886121681477,-1.5899928026734833,4.899999999999999,0.040144469380301584
2026-01-01,4.3556196691861135,-2.0699870046474196,-1.5789727625753511,4.899999999999999,0.028455655224474328
2026-02-01,4.317819484965731,-1.971406094739994,-1.2614022931209532,4.899999999999999,0.046947145521511184
2026-03-01,4.391343624106065,-2.0708515966551504,-1.3618191966213473,4.899999999999999,0.053535867787506165
2026-04-01,4.3323405460746685,-2.0098176788398554,-0.8180619284693015,4.899999999999999,0.05593618785366123
2026-05-01,4.473485191820684,-2.2115945115804334,-0.9399718962328445,4.899999999999999,0.02309824519018955
2026-06-01,4.511262177617949,-2.309070415831865,-1.0903592223573677,4.899999999999999,0.021665425920549368
2026-07-01,4.513107387124536,-2.3335508904398683,-0.7678435737566138,4.899999999999999,0.023104815102444238
