Date,beta0,beta1,beta2
2009-11-26,4.710740486315822,-1.4315635650414955,-1.4559524440675553
2009-11-27,4.710042984335226,-1.427387273796611,-1.4584015302647702
2009-11-30,4.708351599064808,-1.4279472342789656,-1.4672165935953516
2009-12-01,4.707477309192143,-1.4283003582820826,-1.4748556356818399
2009-12-02,4.711513867469606,-1.4311984625834413,-1.5565858954853262
2009-12-03,4.716569370368915,-1.4333664239683563,-1.6014315423716936
2009-12-04,4.721326882238085,-1.4355523546241962,-1.5795420515209204
2009-12-07,4.724033156118027,-1.4379873705446826,-1.5132301572705182
2009-12-08,4.726129286461808,-1.4409846590695405,-1.4667194926831375
2009-12-09,4.726324192756203,-1.4420380828793837,-1.4383509214446906
2009-12-10,4.725238317828528,-1.4427655618955635,-1.3948263274478172
2009-12-11,4.723367714308096,-1.4435225314778228,-1.3678102051721353
2009-12-14,4.721538160130917,-1.4437499237325198,-1.4237838288569653
2009-12-15,4.720641201467871,-1.4435471897312457,-1.3873259312785164
2009-12-16,4.719106945384823,-1.4435585891028022,-1.3680866672705754
2009-12-17,4.718865412232034,-1.4429833357821402,-1.3547887740124107
2009-12-21,4.719366698423321,-1.4420007092132179,-1.3548486289732784
2009-12-22,4.721782767360303,-1.4377148713265095,-1.3720702283694355
2009-12-23,4.7244051237632,-1.4341725372651468,-1.3873096732938195
2009-12-24,4.726482433650678,-1.4311125159030833,-1.4010216565840472
2009-12-28,4.72679625902429,-1.4279544878023198,-1.4100613308031624
2009-12-29,4.7300813131483315,-1.4272411741653142,-1.4320822581052552
2009-12-30,4.732497369338688,-1.4265241438867877,-1.419735173908718
2009-12-31,4.734872272787553,-1.427415805965954,-1.4372065076131428
2010-01-04,4.737380119144229,-1.4278174605956202,-1.4695254585508448
2010-01-05,4.7407274649954045,-1.4262956024821092,-1.4914907115643596
2010-01-06,4.74348145280006,-1.4254657173546688,-1.5167310319643175
2010-01-07,4.745087506681889,-1.4245276846718111,-1.5062303856009511
2010-01-08,4.746009682662237,-1.4230968168881506,-1.511766176009197
2010-01-12,4.746916994070416,-1.4221550451407063,-1.5216317633827052
2010-01-13,4.747665255655871,-1.4201897796651668,-1.5206030703936686
2010-01-14,4.746597784207648,-1.4167050023363055,-1.4560185811754358
2010-01-15,4.744345238409941,-1.4127461286714238,-1.4227863372882665
2010-01-18,4.7416902468429845,-1.409417317230833,-1.4050334662114448
2010-01-19,4.738321638396904,-1.4050667368816725,-1.3899497634296285
2010-01-20,4.738204330585824,-1.3934898566012677,-1.3848130541569945
2010-01-21,4.738915582816534,-1.3840386602018768,-1.386680290139451
2010-01-22,4.738719010168886,-1.3757491486369888,-1.3941608657532676
2010-01-25,4.736795962718352,-1.3712662295836329,-1.3886157029530415
2010-01-26,4.736782144206924,-1.3638686553254271,-1.3894776274531664
2010-01-27,4.739202009226642,-1.353210305944502,-1.3666641436533393
2010-01-28,4.739310067645474,-1.3458540531516392,-1.365428767475269
2010-01-29,4.741015215006443,-1.340692810635842,-1.3440410294602876
2010-02-01,4.741458420091056,-1.3364243855565405,-1.3393252430574292
2010-02-02,4.741557904194242,-1.3311003355264104,-1.3180921354805675
2010-02-03,4.743160953167164,-1.320773398061,-1.3703043027801232
2010-02-04,4.745012612661611,-1.3115269915632568,-1.4039878671381418
2010-02-05,4.74491331140001,-1.3050988524121885,-1.3673874332160945
2010-02-08,4.744237025361515,-1.2997022978776998,-1.3874436822762484
2010-02-09,4.743924991753741,-1.2948433104144021,-1.3989630423896258
2010-02-10,4.742011866489606,-1.2856125050967602,-1.325337548035258
2010-02-11,4.7346363908894595,-1.2766169520559174,-1.2427050706585763
2010-02-12,4.727716273414784,-1.269095983225701,-1.2384918130380884
2010-02-15,4.722159569420126,-1.262258198851576,-1.2289150558770825
2010-02-16,4.728426258570133,-1.261866654106025,-1.1471271264362581
2010-02-17,4.732181135016647,-1.261970745349638,-1.0884929750268926
2010-02-18,4.733521668175866,-1.2626275089405534,-1.0662528441867634
2010-02-19,4.72674807273192,-1.2596100402510992,-1.0595442545916431
2010-02-22,4.721681781107794,-1.2553205138230643,-1.0455379510872505
2010-02-23,4.715102324069206,-1.2489182878490883,-1.0490000777391877
2010-02-24,4.710039410671406,-1.2430187483555053,-1.0431114516269502
2010-02-25,4.685923306169269,-1.227581948315693,-1.0527358053758906
2010-02-26,4.667852816478879,-1.2129405875326835,-1.0309562319588348
2010-03-01,4.654027257976021,-1.2005047475963881,-1.0170545844578633
2010-03-02,4.642620296788032,-1.188044695464557,-0.9816572310275562
2010-03-03,4.6323597337937095,-1.180774329201542,-0.9429604294953677
2010-03-04,4.643398364202736,-1.1826808554060115,-0.8528718660621787
2010-03-05,4.651386827537413,-1.186185264168449,-0.815635880784622
2010-03-08,4.65678606279947,-1.1900516051464105,-0.8123416948624234
2010-03-09,4.66203838574454,-1.1911113552091006,-0.8251594363024556
2010-03-10,4.656691589481867,-1.1939032043867221,-0.8603039623380876
2010-03-11,4.653798362002038,-1.1958504947490123,-0.8668696091996664
2010-03-12,4.651145680047908,-1.1997281557823811,-0.8632460386874218
2010-03-15,4.653658687247446,-1.2046868206949268,-0.8589985820217779
2010-03-16,4.651637286341155,-1.2072282116235116,-0.8567248092345109
2010-03-17,4.650428780986389,-1.2103721608959692,-0.8592171608252902
2010-03-18,4.649085764069125,-1.2116371297850728,-0.8530873988712704
2010-03-19,4.648031481736919,-1.21271543512803,-0.8471751218725716
2010-03-22,4.648537685173009,-1.2145785989873918,-0.8122256508184684
2010-03-23,4.651133606785437,-1.2174151562570308,-0.8103571180292355
2010-03-24,4.654663412311117,-1.220990271196103,-0.7902077446079935
2010-03-25,4.656970814823881,-1.224312477270361,-0.784664109711952
2010-03-26,4.657674929447704,-1.2254002525138847,-0.8193841996816288
2010-03-29,4.658800540511183,-1.2266337386448802,-0.8312872628054819
2010-03-30,4.6600414462131265,-1.2277217842005026,-0.8373416041437522
2010-03-31,4.661355128842726,-1.2288082525108461,-0.8390780486157825
2010-04-01,4.6623997242985515,-1.2294811420879583,-0.8396538183936844
2010-04-06,4.662405794433425,-1.2302931655305311,-0.8420113767107711
2010-04-07,4.66285081014751,-1.2317368296587887,-0.8601678449862493
2010-04-08,4.663510248111902,-1.2324636757135876,-0.863474124633598
2010-04-09,4.664050513035643,-1.234020923371041,-0.8699679292951848
2010-04-12,4.665441418162452,-1.2365748021045428,-0.9043551024771986
2010-04-13,4.667292378837858,-1.2384499872062773,-0.918882983521387
2010-04-14,4.668318135790509,-1.2392041058394376,-0.9870481269133402
2010-04-15,4.670737927741352,-1.2394562918882308,-1.0214247389569164
2010-04-16,4.672722250310873,-1.241294762955813,-1.0180156146599932
2010-04-19,4.67420290086442,-1.242053436442846,-1.0209426635154768
